date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2018-04-11,2317,40026593,3516992083,87.7,88.9,87.3,87.3,0.3,18662
2018-04-12,2317,39294009,3419821772,87.1,87.5,86.8,86.8,-0.5,18312
2018-04-13,2317,26216377,2282486666,87.0,87.3,86.9,87.0,0.2,11908
2018-04-16,2317,25624781,2238279729,87.1,88.0,86.8,87.6,0.6,11878
2018-04-17,2317,42604364,3696248140,87.2,87.3,86.5,86.5,-1.1,21400
2018-04-18,2317,74089445,6329366825,86.6,87.0,84.8,84.8,-1.7,39722
2018-04-19,2317,69794542,5878505222,84.0,85.6,82.9,85.0,0.2,34019
2018-04-20,2317,31409315,2637811293,83.8,84.4,83.5,84.0,-1.0,16108
2018-04-23,2317,45407993,3778169892,83.6,83.9,83.0,83.0,-1.0,22082
2018-04-24,2317,71954115,5840550115,82.3,82.4,80.4,80.6,-2.4,36171
2018-04-25,2317,50379006,4033772174,79.9,80.6,79.5,80.4,-0.2,25573
2018-04-26,2317,38295547,3103084707,81.5,82.0,80.5,80.6,0.2,18802
2018-04-27,2317,27812644,2256543608,81.4,81.5,80.8,81.5,0.9,11933
2018-04-30,2317,29947188,2472563480,82.2,83.0,81.5,82.9,1.4,14061
2018-05-02,2317,37067440,3061708777,83.3,83.6,81.7,81.8,-1.1,15385
2018-05-03,2317,50884094,4091084793,80.3,80.8,80.1,80.1,-1.7,22674
2018-05-04,2317,25106884,2021661181,80.1,80.9,80.1,80.4,0.3,11211
2018-05-07,2317,26861389,2185074538,81.5,82.0,80.6,81.6,1.2,10779
2018-05-08,2317,28772741,2360714977,81.3,82.6,81.3,82.6,1.0,10786
2018-05-09,2317,31879336,2618012413,81.8,83.1,81.8,81.8,-0.8,13923
2018-05-10,2317,25511727,2106731741,82.3,83.0,82.1,82.9,1.1,9888
2018-05-11,2317,47533565,4011773225,84.1,85.0,83.6,85.0,2.1,21773
2018-05-14,2317,128444838,11415306682,90.4,90.4,87.7,89.0,4.0,57441
2018-05-15,2317,72738571,6340052428,89.0,89.0,86.0,86.0,-3.0,33289
2018-05-16,2317,55360314,4698013770,85.6,85.9,84.1,84.6,-1.4,24444
2018-05-17,2317,28341526,2405685630,84.8,85.6,84.2,84.2,-0.4,11902
2018-05-18,2317,23937515,2018466012,84.4,85.0,83.9,83.9,-0.3,10451
2018-05-21,2317,23998899,2039788315,84.4,85.5,84.4,85.0,1.1,10939
2018-05-22,2317,25590386,2160920330,85.1,85.4,84.0,84.0,-1.0,11123
2018-05-23,2317,20057024,1685766153,84.5,84.7,83.6,83.6,-0.4,8695
2018-05-24,2317,22938112,1927730551,83.5,84.4,83.5,84.1,0.5,8619
2018-05-25,2317,50653047,4349587642,84.5,87.0,84.3,86.5,2.4,22684
2018-05-28,2317,65484504,5793767906,88.2,88.9,87.8,88.8,2.3,29929
2018-05-29,2317,42302564,3728378098,88.9,89.0,87.5,87.6,-1.2,15469
2018-05-30,2317,39291912,3426672151,86.5,88.1,86.5,87.4,-0.2,15707
2018-05-31,2317,83601154,7225946419,87.4,88.0,85.7,85.7,-1.7,17536
2018-06-01,2317,21701048,1877229476,86.2,87.0,86.1,86.6,0.9,9366
2018-06-04,2317,35011435,3070032201,87.5,88.0,87.4,87.8,1.2,12044
2018-06-05,2317,32115417,2825673673,88.0,88.5,87.5,88.1,0.3,12232
2018-06-06,2317,46432108,4121446312,88.0,89.2,88.0,89.1,1.0,18661
2018-06-07,2317,90021834,8117164569,89.9,91.2,89.3,91.2,2.1,36960
2018-06-08,2317,100334529,8998037006,91.3,91.9,88.0,88.3,-2.9,39523
2018-06-11,2317,40059515,3511608470,88.1,88.4,87.1,87.4,-0.9,15490
2018-06-12,2317,45276716,3966911526,87.3,88.2,87.1,87.7,0.3,14070
2018-06-13,2317,28052487,2462466403,88.0,88.4,87.3,87.8,0.1,10128
2018-06-14,2317,63053102,5435297672,86.8,87.3,85.5,85.5,-2.3,28714
2018-06-15,2317,55144936,4679517838,84.8,85.2,84.5,85.0,-0.5,18047
2018-06-19,2317,66100691,5509852111,83.6,84.2,83.0,83.0,-2.0,29666
2018-06-20,2317,47643520,3931979024,82.3,83.4,81.8,83.0,0.0,19911
2018-06-21,2317,30789193,2553597039,83.0,83.5,82.7,82.7,-0.3,12525
2018-06-22,2317,33349299,2739176147,82.0,82.4,81.8,82.3,-0.4,14116
2018-06-25,2317,35870279,2935164491,82.1,82.2,81.5,81.5,-0.8,16314
2018-06-26,2317,41777199,3373263287,80.9,81.6,80.3,81.0,-0.5,19449
2018-06-27,2317,32923720,2670249405,81.1,81.5,80.9,80.9,-0.1,14529
2018-06-28,2317,28261700,2280230820,80.9,81.1,80.3,80.5,-0.4,12196
2018-06-29,2317,39735409,3266758929,81.1,83.2,81.0,83.2,2.7,16329
2018-07-02,2317,34168444,2801225646,83.3,83.3,81.0,81.0,-2.2,14831
2018-07-03,2317,23992573,1941693913,81.1,81.7,80.5,80.7,-0.3,11205
2018-07-04,2317,17452796,1417689247,80.8,81.6,80.8,81.6,0.9,6839
2018-07-05,2317,17474083,1419788710,81.7,81.8,81.0,81.2,-0.4,6781
2018-07-06,2317,39278906,3165975950,80.9,81.2,80.2,80.5,-0.7,13882
2018-07-09,2317,23838042,1934894382,81.4,81.6,80.7,80.8,0.3,8044
2018-07-10,2317,31352455,2529597690,81.2,81.3,80.3,80.5,-0.3,11414
2018-07-11,2317,37731076,3069033804,80.6,82.0,80.6,81.6,1.1,13630
2018-07-12,2317,26209664,2128826251,80.8,81.8,80.8,81.2,-0.4,8518
2018-07-13,2317,36224415,2981263603,81.7,82.9,81.7,82.9,1.7,13728
2018-07-16,2317,24798091,2060074853,83.0,83.4,82.8,82.8,-0.1,10146
2018-07-17,2317,23732878,1967617066,82.9,83.5,82.5,82.9,0.1,9329
2018-07-18,2317,46690209,3921547547,83.8,84.4,83.4,84.1,1.2,18817
2018-07-19,2317,38913244,3304596972,84.5,85.2,84.3,85.2,1.1,18253
2018-07-20,2317,38980756,3317339303,85.5,85.8,84.2,85.3,0.1,18147
2018-07-23,2317,35744652,3051215034,85.6,85.7,84.9,85.5,0.2,16113
2018-07-24,2317,64869538,5538047893,85.1,86.0,85.0,85.2,-0.3,23288
2018-07-25,2317,37942818,3142501721,82.8,83.2,82.4,82.7,0.0,15765
2018-07-26,2317,26804047,2217911757,82.5,83.5,82.2,83.5,0.8,12476
2018-07-27,2317,23752787,1978245859,83.3,83.7,83.0,83.2,-0.3,8695
2018-07-30,2317,37142208,3115512572,83.4,84.3,83.1,84.2,1.0,13057
2018-07-31,2317,25939040,2172008222,83.6,84.0,83.4,83.8,-0.4,9112
2018-08-01,2317,30518200,2563028560,83.9,84.3,83.5,84.1,0.3,9816
2018-08-02,2317,30535677,2554483656,84.5,84.5,82.6,82.8,-1.3,12008
2018-08-03,2317,23113163,1930053935,83.6,83.8,83.0,83.8,1.0,10151
2018-08-06,2317,23111196,1952682416,83.6,84.9,83.6,84.6,0.8,9553
2018-08-07,2317,31057339,2635379676,85.2,85.2,84.4,84.4,-0.2,11580
2018-08-08,2317,32682750,2774938551,85.0,85.1,84.4,85.0,0.6,12555
2018-08-09,2317,26007558,2220494242,85.6,85.6,85.0,85.2,0.2,11045
2018-08-10,2317,33324361,2857489450,85.4,86.0,85.3,85.9,0.7,14176
2018-08-13,2317,35247586,2978768364,85.9,86.0,83.5,83.8,-2.1,17044
2018-08-14,2317,74063113,6052300499,83.1,83.1,80.8,81.3,-2.5,33316
2018-08-15,2317,47184896,3807510462,81.0,81.5,80.3,81.1,-0.2,22096
2018-08-16,2317,26187636,2124582015,81.0,81.8,80.3,81.2,0.1,12030
2018-08-17,2317,23859139,1945395682,82.0,82.1,81.1,81.1,-0.1,8697
2018-08-20,2317,21233292,1723822723,81.1,81.6,81.0,81.0,-0.1,9120
2018-08-21,2317,21770474,1766062240,81.2,81.3,81.0,81.0,0.0,8477
2018-08-22,2317,17172617,1399072074,81.2,81.9,81.2,81.7,0.7,7857
2018-08-23,2317,21287074,1734125085,82.1,82.1,81.0,81.8,0.1,9352
2018-08-24,2317,21486869,1739721400,81.5,81.6,80.5,81.1,-0.7,9776
2018-08-27,2317,19918539,1612991811,81.1,81.3,80.8,81.0,-0.1,8684
2018-08-28,2317,23085678,1875100803,81.3,81.5,81.0,81.2,0.2,8671
2018-08-29,2317,21820117,1773227509,81.2,81.4,81.1,81.4,0.2,8145
2018-08-30,2317,26893060,2183760280,81.6,81.6,80.9,80.9,-0.5,10184
2018-08-31,2317,43337037,3488411600,80.7,80.8,80.3,80.5,-0.4,14089
2018-09-03,2317,24454766,1963318505,80.7,80.7,80.1,80.1,-0.4,11320
2018-09-04,2317,17486736,1402957618,80.2,80.5,80.1,80.1,0.0,7291
2018-09-05,2317,28331808,2272292062,80.5,80.5,80.1,80.1,0.0,8274
2018-09-06,2317,44505565,3533952933,80.0,80.1,79.1,79.3,-0.8,19769
2018-09-07,2317,66871228,5219532566,79.1,79.1,77.5,77.7,-1.6,33653
2018-09-10,2317,86398522,6529307947,77.4,77.5,74.8,75.1,-2.6,37768
2018-09-11,2317,50323730,3862305230,75.4,77.7,75.4,77.7,2.6,19968
2018-09-12,2317,43943268,3398573056,78.0,78.3,76.6,77.0,-0.7,15310
2018-09-13,2317,36880996,2810232167,77.0,77.0,75.8,76.0,-1.0,15776
2018-09-14,2317,33519896,2596809922,76.7,78.0,76.7,77.9,1.9,13608
2018-09-17,2317,15468567,1202724926,78.0,78.0,77.5,77.8,-0.1,6309
2018-09-18,2317,34636912,2644862329,77.1,77.2,75.8,75.8,-2.0,15729
2018-09-19,2317,30577641,2329728500,76.2,76.5,75.8,76.4,0.6,11990
2018-09-20,2317,26602524,2013268919,76.2,76.3,75.2,75.6,-0.8,11220
2018-09-21,2317,53479279,4041692097,75.8,76.2,75.1,75.8,0.2,14660
2018-09-25,2317,20826641,1580166880,75.5,76.3,75.2,76.1,0.3,9364
2018-09-26,2317,32305972,2500468333,76.8,77.9,76.5,77.3,1.2,13653
2018-09-27,2317,30732370,2400029461,77.5,78.7,77.3,78.7,1.4,14489
2018-09-28,2317,38218400,3017084198,78.9,79.5,78.1,79.2,0.5,14128
2018-10-01,2317,27677022,2213853060,79.9,80.4,79.6,79.9,0.7,12848
2018-10-02,2317,39883714,3144463376,80.3,80.4,78.1,78.1,-1.8,15971
2018-10-03,2317,29803905,2315818630,78.1,78.2,77.6,77.8,-0.3,6859
2018-10-04,2317,30305034,2322411767,77.7,77.8,76.2,76.2,-1.6,15126
2018-10-05,2317,33643388,2548528188,76.2,76.5,75.2,75.6,-0.6,15199
2018-10-08,2317,19798390,1496082274,75.4,76.1,75.3,75.5,-0.1,9651
2018-10-09,2317,21977940,1662200828,75.7,76.0,75.3,75.3,-0.2,9751
2018-10-11,2317,108003464,7625976678,72.2,72.3,70.0,70.1,-5.2,46731
2018-10-12,2317,52966494,3748639182,70.0,72.0,69.7,71.9,1.8,21325
2018-10-15,2317,41594483,2940268543,71.2,71.2,70.2,70.5,-1.4,18490
2018-10-16,2317,55483183,3891573947,70.1,70.5,70.0,70.4,-0.1,28189
2018-10-17,2317,89222440,6194723900,70.7,71.0,68.1,68.1,-2.3,34412
2018-10-26,2317,94812656,7361023903,79.8,79.8,75.5,76.2,0.0,45357
2018-10-29,2317,38484156,2951213295,78.2,78.2,75.5,75.5,-0.7,18229
2018-10-30,2317,25361205,1926689281,75.5,76.5,75.3,76.4,0.9,12188
2018-10-31,2317,38572406,3025383578,78.1,78.8,77.7,78.8,2.4,16847
2018-11-01,2317,27825014,2210830961,79.0,80.0,78.7,79.9,1.1,14064
2018-11-02,2317,36586756,2936829536,79.7,81.6,78.7,81.0,1.1,15057
2018-11-05,2317,22500657,1803389760,81.0,81.0,79.5,80.0,-1.0,9822
2018-11-06,2317,27208925,2126849941,79.5,79.6,77.1,77.3,-2.7,12329
2018-11-07,2317,23857091,1858258498,78.4,78.4,77.4,77.9,0.6,8606
2018-11-08,2317,30437462,2350023974,78.2,78.4,76.6,76.6,-1.3,13422
2018-11-09,2317,29900195,2272315726,76.5,76.6,75.5,76.1,-0.5,12313
2018-11-12,2317,22024466,1679299499,75.9,76.9,75.8,76.2,0.1,7775
2018-11-13,2317,31659718,2355103546,74.4,74.8,73.8,74.4,-1.8,12266
2018-11-14,2317,35175438,2598272789,74.6,74.7,73.0,73.3,-1.1,15801
2018-11-15,2317,37827181,2781986697,73.3,75.4,72.5,74.5,1.2,15743
2018-11-16,2317,23952773,1779188408,74.9,75.0,73.8,74.3,-0.2,9336
2018-11-19,2317,29570164,2170532689,73.7,73.8,73.1,73.4,-0.9,12196
2018-11-20,2317,41385804,2960763006,72.0,72.7,71.0,71.0,-2.4,21043
2018-11-21,2317,43288083,3021077277,69.0,70.9,68.9,70.6,-0.4,20770
2018-11-22,2317,34033087,2380220840,70.6,71.0,69.4,69.5,-1.1,16757
2018-11-23,2317,23607145,1653629295,69.9,70.4,69.6,70.0,0.5,10747
2018-11-26,2317,25629931,1820699986,71.3,71.5,70.6,71.0,1.0,11579
2018-11-27,2317,24442315,1723970365,71.0,71.0,70.1,70.7,-0.3,10507
2018-11-28,2317,48699161,3524192489,71.0,73.4,71.0,73.1,2.4,19916
2018-11-29,2317,44209607,3248333815,74.4,74.5,72.4,72.4,-0.7,16789
2018-11-30,2317,79512359,5770124397,72.6,73.9,71.9,71.9,-0.5,16857
2018-12-03,2317,44756298,3300697952,73.1,74.3,73.1,74.0,2.1,16213
2018-12-04,2317,23375621,1721144064,74.0,74.0,73.1,73.4,-0.6,9063
2018-12-05,2317,23898867,1721015724,72.3,72.5,71.5,71.6,-1.8,12344
2018-12-06,2317,74371497,5173756905,70.3,71.0,68.8,69.0,-2.6,33077
2018-12-07,2317,29788587,2065631101,69.2,69.6,69.1,69.1,0.1,16282
2018-12-10,2317,34179628,2322581768,68.2,68.4,67.6,67.7,-1.4,18329
2018-12-11,2317,27863901,1913157049,68.5,69.2,68.4,68.4,0.7,13419
2018-12-12,2317,52213235,3699121588,70.5,71.7,70.1,71.2,2.8,22460
2018-12-13,2317,46486838,3364791174,71.2,73.0,71.2,73.0,1.8,22336
2018-12-14,2317,31646440,2267067945,72.6,72.6,71.1,71.5,-1.5,15433
2018-12-17,2317,17849612,1275940487,71.6,72.2,71.1,71.1,-0.4,8056
2018-12-18,2317,22953185,1618690443,70.5,70.8,70.1,70.8,-0.3,9991
2018-12-19,2317,17964150,1281356965,70.9,71.8,70.8,71.8,1.0,8760
2018-12-20,2317,25245106,1805594510,71.1,72.2,70.9,71.5,-0.3,11527
2018-12-21,2317,33136429,2353447421,70.6,71.4,70.2,71.4,-0.1,9316
2018-12-22,2317,6222257,441961791,71.0,71.3,70.8,70.9,-0.5,4435
2018-12-24,2317,11791597,838847036,70.8,71.4,70.7,71.4,0.5,5306
2018-12-25,2317,10943586,769819521,70.0,70.9,70.0,70.7,-0.7,6482
2018-12-26,2317,9507306,671527729,70.9,71.2,70.2,70.2,-0.5,5070
2018-12-27,2317,17074054,1217597624,71.8,71.8,70.8,70.8,0.6,7161
2018-12-28,2317,16169241,1145754397,70.9,71.1,70.7,70.8,0.0,5604
2019-01-02,2317,16775306,1182131473,71.4,71.4,69.9,70.1,-0.7,7968
2019-01-03,2317,36659461,2526323765,69.0,69.4,68.5,68.9,-1.2,17345
2019-01-04,2317,37313571,2520135828,68.2,68.2,67.0,67.6,-1.3,18110
2019-01-07,2317,24084557,1661796863,68.7,69.4,68.3,69.3,1.7,11167
2019-01-08,2317,18303188,1258685500,69.6,69.6,68.2,68.6,-0.7,8027
2019-01-09,2317,31946504,2226173028,68.9,70.2,68.8,69.9,1.3,12390
2019-01-10,2317,19041006,1318925953,69.8,69.8,68.9,69.3,-0.6,6868
2019-01-11,2317,23895923,1666289347,69.8,70.2,69.4,69.4,0.1,8299
2019-01-14,2317,14186528,978121932,69.3,69.7,68.6,68.7,-0.7,5838
2019-01-15,2317,34095247,2391707840,69.5,70.6,69.5,70.3,1.6,13090
2019-01-16,2317,16978789,1190557739,69.8,70.5,69.8,70.2,-0.1,7213
2019-01-17,2317,14229333,1001981116,70.7,70.9,70.0,70.4,0.2,6079
2019-01-18,2317,13989609,987788089,70.5,70.8,70.3,70.8,0.4,5758
2019-01-21,2317,13812012,982801352,71.3,71.4,70.9,71.2,0.4,6076
2019-01-22,2317,9804658,692841394,71.2,71.2,70.3,70.7,-0.5,4294
2019-01-23,2317,14218510,995321209,70.5,70.5,69.6,69.7,-1.0,6712
2019-01-24,2317,21008129,1467646630,69.5,70.1,69.5,70.0,0.3,6872
2019-01-25,2317,37127222,2619546538,70.2,70.9,70.2,70.7,0.7,9069
2019-01-28,2317,25776596,1824318059,70.8,71.0,70.6,70.8,0.1,6705
2019-01-29,2317,25436535,1781646390,69.9,70.6,69.8,69.9,-0.9,7599
2019-01-30,2317,32866799,2303214538,69.9,70.5,69.8,70.0,0.1,7053
2019-02-11,2317,40173372,2825063420,71.3,71.3,69.9,69.9,-0.1,15010
2019-02-12,2317,39354433,2812966578,70.5,72.0,70.2,72.0,2.1,17525
2019-02-13,2317,31353987,2263539264,72.2,72.8,71.6,72.0,0.0,12854
2019-02-14,2317,15001817,1075272261,72.0,72.2,71.4,71.4,-0.6,6888
2019-02-15,2317,24217212,1710402558,71.5,71.5,70.3,70.3,-1.1,10371
2019-02-18,2317,24104159,1718375189,70.8,71.7,70.8,71.0,0.7,8958
2019-02-19,2317,57110672,4064063677,71.4,72.3,71.4,72.0,1.0,11630
2019-02-20,2317,47550905,3476229765,72.6,73.8,72.4,73.2,1.2,19300
2019-02-21,2317,29935136,2200049211,73.6,73.8,73.0,73.8,0.6,12473
2019-02-22,2317,24033042,1761629610,73.5,73.5,73.0,73.5,-0.3,9539
2019-02-25,2317,23324206,1709529209,73.5,73.5,72.7,73.4,-0.1,9309
2019-02-26,2317,21006421,1535828357,73.6,73.8,72.8,72.8,-0.6,9010
2019-02-27,2317,24412855,1775028130,72.9,73.0,72.3,72.7,-0.1,7358
2019-03-04,2317,35967079,2589105944,72.3,72.4,71.5,72.2,-0.5,12143
2019-03-05,2317,15266318,1096096696,71.6,72.0,71.3,71.9,-0.3,6790
2019-03-06,2317,12965399,937328566,72.3,72.5,72.0,72.5,0.6,5857
2019-03-07,2317,18711684,1345138832,72.4,72.5,71.5,71.6,-0.9,7275
2019-03-08,2317,26489333,1876734471,71.5,71.5,70.6,70.7,-0.9,11626
2019-03-11,2317,16883254,1190599669,70.7,70.8,70.3,70.4,-0.3,7931
2019-03-12,2317,17317165,1232429568,71.0,71.4,70.8,71.2,0.8,7472
2019-03-13,2317,15570731,1102150204,70.8,71.1,70.6,70.7,-0.5,7273
2019-03-14,2317,15826574,1122590461,71.0,71.3,70.7,71.1,0.4,5754
2019-03-15,2317,39456305,2790346597,71.0,71.1,70.6,70.6,-0.5,8511
2019-03-18,2317,19365627,1386660321,71.1,72.0,71.0,72.0,1.4,9107
2019-03-19,2317,15694654,1131954788,72.0,72.6,71.7,72.3,0.3,7297
2019-03-20,2317,13949626,1007558467,72.2,72.5,72.0,72.4,0.1,5530
2019-03-21,2317,18642534,1359237840,72.6,73.1,72.5,73.0,0.6,9064
2019-03-22,2317,15792364,1153237189,73.4,73.5,72.4,73.0,0.0,7214
2019-03-25,2317,20943727,1496661255,72.0,72.0,71.1,71.2,-1.8,9677
2019-03-26,2317,6931426,496968496,71.8,71.9,71.5,71.8,0.6,4040
2019-03-27,2317,9927799,714018971,72.0,72.0,71.8,71.9,0.1,3964
2019-03-28,2317,7847350,563115125,72.0,72.0,71.5,71.8,-0.1,3271
2019-03-29,2317,37626532,2745565736,71.9,73.5,71.6,73.5,1.7,14309
2019-04-01,2317,171442589,13641328837,77.0,80.8,76.7,80.8,7.3,66838
2019-04-02,2317,102552317,8433290573,81.8,83.6,81.3,82.0,1.2,44503
2019-04-03,2317,42366852,3454135060,82.3,82.7,80.7,81.9,-0.1,21665
2019-04-08,2317,50206746,4147309372,82.5,83.1,82.0,82.4,0.5,20339
2019-04-09,2317,28246484,2328939888,82.8,82.9,82.0,82.5,0.1,11999
2019-04-10,2317,34543224,2864109342,82.9,83.4,82.4,83.0,0.5,13695
2019-04-11,2317,46823031,3932810310,83.6,84.7,83.3,83.8,0.8,19623
2019-04-12,2317,60490750,5210724455,85.6,86.7,85.6,86.5,2.7,28080
2019-04-15,2317,73767290,6541107310,87.8,89.8,87.2,89.3,2.8,32992
2019-04-16,2317,82925870,7493403350,91.4,91.4,89.5,89.9,0.6,34763
2019-04-17,2317,91422037,8363112050,91.0,92.7,90.1,91.8,1.9,44910
2019-04-18,2317,161976542,15205017590,94.0,97.2,90.5,91.6,-0.2,75202
2019-04-19,2317,85815908,7722931247,92.6,92.9,88.6,88.9,-2.7,44291
2019-04-22,2317,42019217,3713703322,88.8,89.7,87.7,87.8,-1.1,23843
2019-04-23,2317,66167792,5800876996,88.2,88.5,86.8,88.3,0.5,28446
2019-04-24,2317,56834676,4979883410,89.0,89.1,86.1,86.9,-1.4,21783
2019-04-25,2317,32202088,2786502667,86.0,87.2,85.8,86.8,-0.1,14711
2019-04-26,2317,31649333,2759566093,87.4,87.8,86.5,87.4,0.6,13980
2019-04-29,2317,33405276,2937313949,87.5,88.8,87.4,87.8,0.4,15147
2019-04-30,2317,35517579,3085461156,88.0,88.0,86.1,86.9,-0.9,15610
2019-05-02,2317,33606728,2916166643,86.5,87.3,86.3,86.9,0.0,10464
2019-05-03,2317,33772491,2951238446,87.3,88.3,86.7,88.2,1.3,12243
2019-05-06,2317,48477706,4139406310,85.7,86.2,84.8,84.9,-3.3,22863
2019-05-07,2317,31286229,2707565265,85.3,87.3,85.3,86.6,1.7,13893
2019-05-08,2317,24225963,2080351855,85.8,86.3,85.3,85.9,-0.7,10311
2019-05-09,2317,37492080,3184908365,85.5,86.0,84.3,84.3,-1.6,15730
2019-05-10,2317,26540533,2236652077,85.0,85.6,83.1,83.7,-0.6,13452
2019-05-13,2317,36817422,3018294124,83.5,83.5,81.1,81.2,-2.5,18630
2019-05-14,2317,58917717,4688254090,79.1,80.5,78.8,79.7,-1.5,24201
2019-05-15,2317,73605827,5732804818,78.1,78.4,77.5,77.8,-1.9,28764
2019-05-16,2317,62956947,4865352171,78.1,78.3,75.9,75.9,-1.9,25086
2019-05-17,2317,50083428,3774307349,76.6,77.1,74.6,74.7,-1.2,21472
